Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2018-02-20,1231.1597900390625,1248.0086905072849,1224.1149941505807,1224.1568436146956,1889068
2018-02-21,1271.9443359375,1280.4315106775898,1237.5567278936592,1243.3890130380867,3089228
2018-02-22,1275.247314453125,1287.2882250531252,1263.6663397931377,1275.9998905041045,3463010
2018-02-23,1285.9503173828125,1291.4690380829365,1250.9565020938744,1275.1636666082734,3362500
2018-02-26,1267.5130615234375,1291.8666047575564,1263.1231524426094,1285.616230813999,1363882
2018-02-27,1271.9658203125,1287.1005349605866,1267.6385831329956,1271.4013625684167,1717800
2018-02-28,1268.9136962890625,1280.9963576341563,1263.227677966713,1268.8927715456582,2706864
2018-03-01,1270.0216064453125,1279.8466412516473,1262.6214942608829,1274.7460052984875,1718124
2018-03-05,1298.5140380859375,1301.7750312319656,1268.0354700250011,1274.7457789774558,2858168
2018-03-06,1272.15380859375,1307.356676625766,1266.864952352419,1305.2662438201605,1906764
2018-03-07,1265.7359619140625,1291.4692065641245,1261.9941081300776,1283.5255630145232,1917772
2018-03-08,1255.9112548828125,1277.2127473019937,1249.0337505452417,1277.2127473019937,1951826
2018-03-09,1268.516357421875,1280.6826139707823,1244.7271730733144,1256.3499988010628,1872436
2018-03-12,1276.0626220703125,1289.3368679452026,1269.1015229363331,1272.237171568197,2091340
2018-03-13,1206.9320068359375,1229.0487396256176,1200.7443068458915,1222.8610396355716,88067154
2018-03-14,1206.97412109375,1222.0880123807203,1202.019856305941,1209.503565346726,3668668
2018-03-15,1199.7828369140625,1213.5170195915318,1193.88787836826,1210.3604460277527,2348906
2018-03-16,1181.386962890625,1200.7443876037696,1172.732593046161,1199.4065312631585,7197482
2018-03-19,1183.602783203125,1190.7102531128578,1179.0038320850629,1182.7666102725682,3489940
2018-03-20,1197.7552490234375,1201.246210342879,1178.5859405905326,1179.004027124974,4024984
2018-03-21,1194.3687744140625,1205.887079499875,1191.5466901479226,1200.953637701722,3907678
2018-03-22,1183.7496337890625,1202.3962364504112,1180.0704509899301,1195.7068502963275,2326094
2018-03-23,1178.2303466796875,1184.898907545462,1169.8268698610023,1171.4782910060364,3654122
2018-03-26,1177.7498779296875,1182.097937466724,1162.9287293087116,1178.5860510769573,2964210
2018-03-27,1190.5849609375,1196.9817050990043,1180.2791690625627,1181.0944173610505,2494574
2018-03-28,1191.191162109375,1201.9987394300554,1181.094413526924,1185.6515157450451,6865654
2018-04-02,1216.4852294921875,1218.3039464249064,1187.3655483345003,1187.3655483345003,1662988
2018-04-03,1217.1541748046875,1224.9514462507657,1209.147860134083,1209.147860134083,1937290
2018-04-04,1217.0079345703125,1226.6657734105866,1209.1061406623778,1224.7634594484844,2841820
2018-04-05,1236.6790771484375,1239.10399952731,1220.9590842769564,1223.5512004453055,1809424
2018-04-06,1233.4805908203125,1237.5360093555103,1223.551036691193,1235.0274904176274,1129018
2018-04-09,1222.4432373046875,1238.999505711032,1218.722307794047,1229.0490252879024,1235866
2018-04-10,1228.1710205078125,1236.38637992098,1223.1957296016174,1223.1957296016174,1184532
2018-04-11,1260.17529296875,1264.711571997896,1231.5155471021462,1233.6059794525559,3124416
2018-04-12,1312.4779052734375,1316.9723346695318,1257.58313325839,1258.4402309064417,6114360
2018-04-13,1318.35205078125,1354.9346159216113,1309.4886382701918,1316.972345053007,8179118
2018-04-16,1332.7135009765625,1337.8559857657046,1300.5626872997088,1302.757641606009,6270274
2018-04-17,1323.91259765625,1335.765287308734,1315.801659257034,1332.7132357995417,3301724
2018-04-18,1320.777099609375,1335.138309604599,1315.237453498507,1323.661855623256,2433066
2018-04-19,1334.1766357421875,1345.067809008884,1323.5572799318336,1329.473162821321,4820952
2018-04-20,1422.5184326171875,1430.83841545075,1354.6002991439345,1358.7811642647491,18465662
2018-04-23,1425.1104736328125,1487.5098822794585,1417.1250829151404,1431.528142084526,15185910
2018-04-24,1415.4947509765625,1439.5347286850695,1397.4543563597276,1425.6751997566705,8314336
2018-04-25,1450.86474609375,1456.1953492239843,1406.8820646021984,1415.222870262184,8196574
2018-04-26,1479.7130126953125,1488.3883097253126,1449.5062555667582,1449.5062555667582,12135034
2018-04-27,1443.21337890625,1481.6982537963463,1429.8555383700632,1473.7546119165124,4501330
2018-04-30,1476.7237548828125,1483.7893777576498,1437.2145702679638,1443.2140518737297,3458558
2018-05-02,1463.1981201171875,1476.765005624033,1451.3035804866101,1476.0542790409975,3158046
2018-05-03,1455.7147216796875,1474.173202372403,1450.9275489367444,1467.4002205524032,3761550
2018-05-04,1455.254638671875,1462.0485445480276,1450.760208630728,1459.95811197075,2347244
2018-05-07,1430.253173828125,1459.1220707424402,1426.0513835538682,1459.1220707424402,3484426
2018-05-08,1438.7191162109375,1457.6584534011863,1420.1142686055014,1436.0015542011547,2992820
2018-05-09,1458.829345703125,1461.1078968712454,1438.3012563054008,1438.3012563054008,2615050
2018-05-10,1442.9208984375,1467.9642366211037,1438.3010226293563,1464.5359480554926,3858678
2018-05-11,1445.3040771484375,1457.031423655655,1439.2627477574154,1444.1543392961985,2627876
2018-05-14,1435.52099609375,1451.1783159071779,1426.0095277310627,1445.3251046070625,2433894
2018-05-15,1455.9443359375,1461.5467560850332,1435.583544512769,1442.3983746392119,1952890
2018-05-16,1460.7520751953125,1467.0652208501788,1452.9548044341932,1454.9197901577475,1648450
2018-05-17,1459.8741455078125,1477.1619573022638,1453.268359821521,1468.7166322424173,2968048
2018-05-18,1464.159912109375,1470.702925293271,1445.7431805603262,1455.275573593786,1874996
2018-05-21,1487.0291748046875,1501.7667240875624,1470.849247495741,1475.3018279396792,3446178
2018-05-22,1467.0238037109375,1494.6384397974234,1460.668908785183,1487.5518934344823,1857416
2018-05-23,1461.25439453125,1482.1168733012805,1455.3593331344873,1473.7551419991576,1507298
2018-05-24,1506.6583251953125,1511.3827231398395,1464.2853189446157,1467.4836398951138,2962316
2018-05-25,1499.1746826171875,1536.3843833634783,1493.6350361577677,1515.5636539921838,3769772
2018-05-28,1464.159912109375,1512.009893723661,1457.4496030749847,1512.009893723661,3716798
2018-05-29,1473.1278076171875,1481.6985810118667,1458.2857366166454,1475.8035204335952,3525312
2018-05-30,1469.1978759765625,1477.09967035007,1455.986301158822,1467.086518643057,3779106
2018-05-31,1467.9329833984375,1483.1093384486308,1455.3281156456692,1461.9888698352806,5049371
2018-06-01,1460.6815185546875,1481.8019805555575,1447.0650421514172,1478.8510235530287,1603856
2018-06-04,1470.6307373046875,1474.635608167349,1443.9456298144974,1471.263085335634,1681483
2018-06-05,1451.5341796875,1477.081087879837,1442.7235026910164,1470.4203329890415,2449568
2018-06-06,1455.0330810546875,1462.747749004807,1446.1380093167973,1452.714471190628,2236512
2018-06-07,1463.295654296875,1474.635722025604,1453.3888677137984,1454.4005834729371,2414762
2018-06-08,1473.0340576171875,1481.634055033416,1462.8321937379067,1462.8321937379067,2582138
2018-06-11,1475.2257080078125,1486.4393872079909,1469.5767736265047,1473.0335888264644,2179378
2018-06-12,1501.615966796875,1504.9884900238192,1478.008304208266,1481.3808274352102,4608875
2018-06-13,1537.955078125,1544.320757687918,1515.9493818755732,1531.1257383125924,5370983
2018-06-14,1507.138671875,1544.868779409959,1504.1455160305416,1542.9295371837954,3819998
2018-06-15,1551.4029541015625,1557.3469648121602,1508.023810329084,1517.635522556189,9183574
2018-06-18,1542.0863037109375,1574.9262087040256,1536.3108780511077,1574.9262087040256,4674987
2018-06-19,1538.2921142578125,1550.5175106166716,1535.341156516019,1536.3107775011417,3245034
2018-06-20,1536.56396484375,1548.241410885259,1533.3179312574362,1544.6159066171629,3107695
2018-06-21,1533.9501953125,1544.6158218720132,1532.4747162250133,1544.6158218720132,2910659
2018-06-22,1525.8984375,1540.4002487002122,1517.2563452453874,1540.4002487002122,2949458
2018-06-25,1533.8660888671875,1536.479774412102,1522.6946029925193,1527.669096532285,2083217
2018-06-26,1561.4786376953125,1569.0668168201819,1535.3415762652076,1537.0278382929562,4679712
2018-06-27,1566.537353515625,1589.42838009985,1560.846219427234,1568.223615467741,4081208
2018-06-28,1553.6370849609375,1577.497727784322,1539.809822169302,1572.4389429811656,4888125
2018-06-29,1557.8951416015625,1574.462684595485,1553.3001193027505,1555.4922390882273,3506276
2018-07-02,1560.930419921875,1566.368676149614,1552.288327926743,1561.4784756082565,2650290
2018-07-03,1580.069580078125,1585.001875495379,1565.736354090844,1568.1813514810804,3242233
2018-07-04,1573.4088134765625,1585.0018638220702,1565.8206350685937,1585.0018638220702,2700614
2018-07-05,1585.339111328125,1591.4096127885382,1569.9940668189474,1579.1842144386396,2472571
2018-07-06,1612.8671875,1619.654432302041,1586.4772525161268,1587.4889684110115,3713781
2018-07-09,1587.615478515625,1622.5211182239045,1582.135127686973,1622.183845280968,6151747
2018-07-10,1580.95458984375,1601.0211446532192,1577.2869913381571,1600.2623063262447,5303302
2018-07-11,1669.3145751953125,1684.5752210277842,1597.0161141326837,1601.9484083847797,22903802
2018-07-12,1662.1060791015625,1678.5893293647741,1652.9581294209736,1672.7717055706257,6921701
2018-07-13,1670.326416015625,1684.491054698067,1664.3402078886224,1665.1833386930239,4148185
2018-07-16,1677.1561279296875,1682.8894598431496,1667.249338774799,1677.8306738917172,2582159
2018-07-17,1691.4759521484375,1697.2630154729293,1673.6077818078015,1680.366419997838,3315492
2018-07-18,1689.87060546875,1699.5438642711017,1683.7878728872417,1693.8835465391044,2013869
2018-07-19,1673.9454345703125,1698.4876732256403,1664.3143562485318,1691.4333665038125,1746318
2018-07-20,1686.787353515625,1689.659795794205,1676.1425174278513,1676.9028849616886,1934995
2018-07-23,1694.4326171875,1698.0653228247077,1677.8316938507153,1690.5041386683188,2086201
2018-07-24,1688.814208984375,1702.3314812924039,1676.268511249206,1702.3314812924039,2038423
2018-07-25,1674.0301513671875,1691.3491612602118,1662.962902256396,1691.26469891085,1535492
2018-07-26,1659.8372802734375,1676.9873686704955,1651.7269337761265,1668.4967868371014,3503036
2018-07-27,1642.1376953125,1659.7946563019705,1639.2230741594074,1656.5842622571129,2033977
2018-07-30,1642.85595703125,1651.3887171184385,1631.830990363525,1641.5042500192872,1579251
2018-07-31,1639.1383056640625,1644.883188044785,1628.8314260659195,1640.6590401556098,2204803
2018-08-01,1669.8060302734375,1674.0724618375045,1647.2491168027552,1647.3757587645798,2425180
2018-08-02,1646.0660400390625,1676.986783276267,1643.1935987266193,1672.762635207561,1509287
2018-08-03,1672.2982177734375,1674.494857639987,1652.9094161419575,1652.9094161419575,1505131
2018-08-06,1669.0035400390625,1688.77247470688,1666.215560468659,1687.1250978607743,1532249
2018-08-07,1662.07568359375,1672.0447152687595,1656.288620795629,1671.2420651795182,1353521
2018-08-08,1667.69384765625,1671.326656660954,1657.5558911355433,1666.0041882361322,1315062
2018-08-09,1667.9896240234375,1673.4388378787305,1660.9353161193592,1672.7629328160383,2060297
2018-08-10,1683.830078125,1686.702519771122,1666.0464745670736,1673.565376499916,2784105
2018-08-13,1689.7862548828125,1693.2500362521635,1681.2112122448823,1687.8009255845313,3559575
2018-08-14,1692.6585693359375,1710.4421724614724,1674.7904007383693,1682.9007451495095,3311765
2018-08-16,1696.83984375,1706.5976645360693,1685.4346468913368,1689.9122839465435,2152065
2018-08-17,1700.430908203125,1708.1611202634826,1693.0386486344864,1701.3602002088867,1213731
2018-08-20,1698.0654296875,1709.9353283317676,1692.7852440145389,1709.9353283317676,1587032
2018-08-21,1704.57080078125,1709.9354491783902,1693.0388538307775,1698.2345775258952,1376866
2018-08-23,1719.3131103515625,1721.7631374044113,1706.8096911524033,1708.921765658542,3046791
2018-08-24,1725.987060546875,1728.5215496225678,1715.8491042441033,1719.3128853551586,1570533
2018-08-27,1732.6611328125,1739.5043358205705,1719.2284232126572,1725.9870607486282,1532702
2018-08-28,1748.1219482421875,1750.487513160079,1733.5909155427037,1736.12540518531,1987983
2018-08-29,1750.4874267578125,1754.3737265209031,1728.1838983780272,1750.909841677397,1525867
2018-08-30,1759.2735595703125,1761.4701996363215,1744.996017913104,1747.1080924930036,2408020
2018-08-31,1755.8944091796875,1767.3841785027028,1752.1772400643429,1759.1893695957137,2504554
2018-09-03,1734.350830078125,1765.6940948386891,1730.5490963811037,1761.3010215958043,1439711
2018-09-04,1773.212890625,1778.1552266382105,1737.772327644367,1740.1801746779292,4420803
2018-09-05,1756.6124267578125,1780.2676620345799,1753.064182717754,1774.1426457575599,1681106
2018-09-06,1753.2755126953125,1758.5134167640244,1740.6030643400588,1753.022022476748,2238097
2018-09-07,1757.1192626953125,1760.625223704101,1744.911307630707,1756.6545650748396,1312182
2018-09-10,1757.879638671875,1768.5666533354656,1752.3882448709057,1760.9631849956615,1530539
2018-09-11,1728.732666015625,1764.8491334424632,1725.311064692161,1764.8491334424632,3679745
2018-09-12,1726.789794921875,1747.8682567710468,1723.45275852814,1733.8864888584126,2307661
2018-09-14,1744.911376953125,1750.1072039493092,1704.9932722482686,1726.8321018340926,3642038
2018-09-17,1752.303466796875,1755.3872190038198,1735.7449281756637,1748.797505990665,1033857
2018-09-18,1749.4310302734375,1756.2319503338688,1738.3216026722196,1751.3318970212897,1456507
2018-09-19,1755.4716796875,1764.8493725471674,1746.1364758246455,1750.402701116278,1301268
2018-09-21,1776.8033447265625,1791.8836360476787,1732.0273745660124,1754.7111325181654,4508530
2018-09-24,1857.3157958984375,1867.4960349427215,1772.5793365041445,1786.8147993231648,3032226
2018-09-25,1844.4320068359375,1868.6785759638,1819.5940982185632,1862.7647685542124,2868778
2018-09-26,1809.752197265625,1857.7808571813464,1803.796311774354,1847.642898888406,1970951
2018-09-27,1849.2059326171875,1866.8205115491012,1804.387667024837,1809.541005447266,3311802
2018-09-28,1844.854736328125,1850.1772051560552,1823.8608401974966,1840.039247867529,2904371
2018-10-01,1905.5557861328125,1922.7902305504276,1850.4729276186806,1850.937418975923,3772208
2018-10-03,1827.2401123046875,1905.0910914779195,1821.1150966003793,1901.120432893476,3902322
2018-10-04,1744.404541015625,1822.0020312206502,1737.2657707487679,1821.9599547381897,4762419
2018-10-05,1776.381103515625,1791.0389814563887,1707.31637799611,1731.9009018799984,3417624
2018-10-08,1755.176025390625,1792.8975898718213,1730.3379078774249,1776.381127600457,2010154
2018-10-09,1767.2154541015625,1780.6058859899977,1734.604933250791,1757.542191749847,1867130
2018-10-10,1726.4942626953125,1779.1693832738638,1714.1597674977456,1774.142686912403,2749573
2018-10-11,1672.7205810546875,1700.6422448558085,1639.8145043542595,1676.9870124385395,4700256
2018-10-12,1620.636962890625,1671.0732580942931,1607.7110263667541,1671.0732580942931,9373289
2018-10-15,1646.99560546875,1652.1068667320449,1622.0731277250577,1638.9697228055272,2638151
2018-10-16,1657.8096923828125,1665.9200384955334,1634.745795718886,1654.176882696423,2815425
2018-10-17,1630.0145263671875,1680.3663584118206,1622.0731061592235,1664.3145932987866,2779207
2018-10-19,1616.3280029296875,1629.6763523026384,1579.8736869868271,1629.6763523026384,3428776
2018-10-22,1607.711181640625,1618.6939695341239,1594.151621489887,1617.004309858201,1778496
2018-10-23,1560.850830078125,1606.8640122898614,1555.2208591024632,1598.3979216034027,2752811
2018-10-24,1564.95703125,1586.545564816067,1533.293828017266,1567.9625351043983,2735913
2018-10-25,1568.7667236328125,1589.0007025830516,1545.1040397010265,1561.1472414349198,2507233
2018-10-26,1523.134765625,1569.5289964408169,1516.3618912487266,1569.5289964408169,2285970
2018-10-29,1584.0059814453125,1589.8898746719308,1510.6472658043413,1531.262181344786,2609483
2018-10-30,1604.155517578125,1616.5159940342937,1561.9943285108645,1580.6197351380945,2404883
2018-10-31,1640.855712890625,1645.7237160019804,1587.7732517384204,1608.5575498391574,2769190
2018-11-01,1638.82373046875,1646.1045487932683,1609.658085373072,1645.5119637018886,2769759
2018-11-02,1619.944580078125,1654.7825746537433,1612.7907725827054,1637.5117236639996,1818635
2018-11-05,1600.811279296875,1631.7125207749198,1595.6469828971153,1617.0238691250777,1713366
2018-11-06,1636.2418212890625,1640.305587437577,1600.9382533390751,1603.4780813454302,1398710
2018-11-07,1644.2421875,1650.041440235453,1639.8821291616584,1642.4219569301072,144530
2018-11-09,1616.3465576171875,1661.0052016015288,1612.7908396240807,1660.2009640434762,2570479
2018-11-12,1621.129638671875,1647.5861767058766,1615.7536908125362,1615.7536908125362,2552008
2018-11-13,1638.146484375,1641.5752930867302,1611.097360878828,1621.2566716147956,1418432
2018-11-14,1592.17578125,1633.871288765277,1583.1593716460523,1629.7228825768186,2422318
2018-11-15,1585.572265625,1607.7111203100274,1572.6614733212991,1578.0797937113696,1829123
2018-11-16,1597.212890625,1608.3881940345466,1583.3708509211922,1599.2447733672675,1829729
2018-11-19,1610.6319580078125,1614.7803645987171,1578.3338931510357,1607.7111970135138,1740628
2018-11-20,1590.14404296875,1610.2510154274257,1586.7152336953436,1610.2510154274257,1190182
2018-11-21,1534.0560302734375,1584.0483500817852,1522.6691766850831,1584.0059782790295,3840461
2018-11-22,1534.521728515625,1564.1953224820472,1532.3204616582723,1540.8289264641803,3194219
2018-11-26,1562.9254150390625,1574.6933050307769,1510.7743025953878,1539.9823235757974,4333177
2018-11-27,1600.30322265625,1606.7798044434332,1553.8243516107634,1569.6136356591392,3344839
2018-11-28,1679.587890625,1683.9055765624018,1593.7417033075521,1599.2446627080828,5313249
2018-11-29,1659.8197021484375,1690.6785660339015,1644.5807366058184,1690.6785660339015,4035441
2018-11-30,1666.3387451171875,1685.5991065811356,1659.2272063690189,1664.4338742031705,5268901
2018-12-03,1678.318359375,1684.7525696249977,1666.3811884704483,1679.6729136361785,1610576
2018-12-04,1702.4041748046875,1709.642725167224,1668.666817156414,1678.8261280675642,3270615
2018-12-05,1698.93310546875,1708.4574594921828,1680.5193543567802,1698.2981485338546,2501539
2018-12-06,1687.0382080078125,1707.610854083,1675.9476475225526,1691.525278362833,2321216
2018-12-07,1689.1546630859375,1696.520225258089,1670.3599798662292,1680.5616622372045,1680420
2018-12-10,1672.7303466796875,1702.5309464730528,1659.3538811970081,1672.0530180429037,2010786
2018-12-11,1693.218505859375,1701.684598388672,1660.200744995117,1667.8202282714842,2942014
2018-12-12,1707.441650390625,1711.8439773421817,1680.4770619382948,1694.1498225847547,2219993
2018-12-13,1678.4874267578125,1718.3627005372505,1671.6299127128912,1713.5370692990082,3748429
2018-12-14,1684.5404052734375,1692.3291674172074,1672.264573698383,1678.8257940229812,2473761
2018-12-17,1688.393310546875,1697.3673502766405,1680.5198011226576,1692.372333725034,1227921
2018-12-18,1682.932373046875,1694.9119159994614,1673.2387373431673,1686.361182247259,1768742
2018-12-19,1666.5079345703125,1680.3500784657765,1659.3964995566148,1680.3500784657765,2498833
2018-12-20,1654.316650390625,1671.9684304935656,1647.501405396869,1654.1049981031897,1940277
2018-12-21,1605.001953125,1650.8881358708607,1597.1708170958689,1649.1949172699674,3729956
2018-12-24,1624.2197265625,1641.490574660325,1612.7905025288312,1613.4678312173137,1864116
2018-12-26,1599.414306640625,1627.013853505394,1583.371101157988,1627.013853505394,2446614
2018-12-27,1616.1346435546875,1643.861095756289,1584.9371141893848,1616.1770153544053,4968201
2018-12-28,1605.2137451171875,1625.489998288743,1602.6315451878074,1621.2569514181994,2239130
2018-12-31,1602.6737060546875,1616.1770824560904,1596.8320814730241,1615.3304731934104,1879740
2019-01-01,1610.9287109375,1617.0242584267198,1595.8590194420767,1605.1717245953198,1094883
2019-01-02,1628.2833251953125,1637.7229339942342,1608.5572918048445,1612.7903373095942,2100463
2019-01-03,1608.5150146484375,1646.612426432645,1602.7157626348992,1624.642960308756,2611668
2019-01-04,1588.95849609375,1609.573409960199,1558.6075761837847,1608.5575202331293,4280862
2019-01-07,1606.77978515625,1616.007847046197,1592.4720675484448,1601.615489178933,1856423
2019-01-08,1603.0970458984375,1613.9759544936617,1594.419300765359,1613.1293452123857,1691756
2019-01-09,1597.509521484375,1624.6433933367637,1580.3656816120094,1614.8227452395458,2414376
2019-01-10,1598.8638916015625,1612.7905720004433,1584.9371078568295,1600.091433638235,3053461
2019-01-11,1559.9200439453125,1587.3924750416884,1553.528102240799,1583.1594284415771,9209862
2019-01-14,1535.1143798828125,1567.0738823455597,1532.3628995383376,1566.2272730087982,3615370
2019-01-15,1581.296875,1582.609057393477,1530.6695980620375,1532.3628166439646,7711653
2019-01-16,1583.2862548828125,1587.3922889343523,1563.6872307529327,1583.1592428305273,2359280
2019-01-17,1607.1695556640625,1610.308682902411,1587.6558045013885,1593.3402036305204,2625816
2019-01-18,1612.5570068359375,1615.5688497283866,1591.6433356829184,1595.8854554475317,1683728
2019-01-21,1619.3868408203125,1639.1551613672746,1608.1452228658009,1613.702441470267,2409803
2019-01-22,1613.617431640625,1627.4891416536134,1603.5211665451995,1618.0291944814203,2457093
2019-01-23,1591.3037109375,1617.1806376891286,1586.5525582146076,1612.8536968801975,2578169
2019-01-24,1613.3203125,1616.4594391217383,1590.7946192642746,1599.1092139012392,1962927
2019-01-25,1629.6529541015625,1641.7005341656418,1612.8541165110516,1613.702540559716,2327080
2019-01-28,1658.6688232421875,1664.60779089574,1633.6403167022158,1640.003496331022,2769033
2019-01-29,1682.2122802734375,1687.557391611223,1643.0999640202692,1664.6074865194728,2557626
2019-01-30,1681.067138671875,1687.9393515586144,1658.3717993131452,1679.539934222657,2429575
2019-01-31,1708.8106689453125,1713.604285009849,1684.1215525409334,1685.8184004528134,4094319
2019-02-01,1722.2584228515625,1726.3308998698085,1695.2361365686763,1704.908191811466,3064163
2019-02-04,1739.481201171875,1743.8929642790513,1716.361648565152,1722.258153582852,1590764
2019-02-05,1734.6451416015625,1743.511130008477,1720.603684504716,1739.2690104707435,1111404
2019-02-06,1760.31005859375,1770.5336086513446,1731.6757501884194,1739.1841778894093,1789812
2019-02-07,1767.181884765625,1779.9507046325682,1753.692028935395,1760.267313514132,1339945
2019-02-08,1748.941162109375,1772.7819595181807,1740.1176353059527,1760.4798114382506,1684474
2019-02-11,1752.7589111328125,1778.2965542359977,1738.3357043475014,1747.7532928082803,1778730
2019-02-12,1740.626708984375,1756.2376272616862,1712.1195805865134,1756.2376272616862,2422903
2019-02-14,1734.6875,1760.4796074931328,1724.888266011967,1747.7957115070585,1724085
2019-02-15,1722.0460205078125,1740.9659156969665,1706.138071716722,1738.4206438903918,1930065
2019-02-18,1671.649658203125,1732.439148024462,1665.1591946290014,1728.748524758351,2942184
2019-02-19,1616.077880859375,1672.243501428661,1605.2180135479587,1671.3950775314368,4408554
2019-02-20,1624.51953125,1640.6820466658794,1596.1397955152722,1624.73163720786,4645778
2019-02-21,1624.0528564453125,1645.9422327197678,1609.502470592427,1624.5195309794717,4683919
2019-02-22,1633.767578125,1637.4582015445399,1616.3324247593243,1626.598333703201,2271955
2019-02-25,1684.2489013671875,1688.3637369976502,1637.8825096854089,1639.579357662291,2934880
2019-02-26,1729.6817626953125,1735.1541589881795,1673.3040359935885,1683.273016813933,6453309
2019-02-27,1746.1416015625,1760.4374223718828,1715.513410829779,1730.7850435671362,4732082
2019-02-28,1682.806396484375,1757.3829839442326,1677.8431372251853,1747.7532895194377,8454295
2019-03-01,1692.9453125,1701.090162389485,1680.1764895548604,1692.6483848060773,4148548
2019-03-05,1686.7515869140625,1702.7868198322353,1676.9947117630556,1701.0899719798863,2449622
2019-03-06,1696.5084228515625,1709.5741717261199,1684.1639171514817,1687.769718754378,2635047
2019-03-07,1708.1318359375,1717.2523926309827,1697.017400275734,1701.0898763193059,2539884
2019-03-08,1716.10693359375,1724.84574094877,1705.3744544097683,1718.0583499366746,2031071
2019-03-11,1709.40478515625,1724.8460611483308,1699.9448364635282,1721.3675433223552,3111689
2019-03-12,1707.41064453125,1717.8887626017156,1699.393080063739,1708.7682056318279,2658550
2019-03-13,1697.2720947265625,1710.337844137258,1678.6915896969106,1707.8773939937867,1833163
2019-03-14,1686.157470703125,1703.465336832612,1680.727537702276,1701.047246163253,1905495
2019-03-15,1730.7423095703125,1755.3466029005024,1689.2120007037167,1695.914570289898,5184318
2019-03-18,1716.1920166015625,1751.6561793268615,1706.1805725114416,1733.3301390556317,2349915
2019-03-19,1716.1920166015625,1722.3006276470544,1692.6906109213216,1722.3006276470544,2373993
2019-03-20,1709.6170654296875,1734.8576830144032,1696.8482409892842,1720.6041163631342,3091165
2019-03-22,1701.641357421875,1710.4225237724118,1682.679104620312,1709.574099901493,3148149
2019-03-25,1683.4853515625,1703.4657785403153,1677.5039208305113,1703.4657785403153,2429205
